nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0372271	Myron Healey	1923	2005	actor,writer	tt0076191,tt0041585,tt0077623,tt0050499
nm0373456	Guy Heeley	\N	\N	assistant_director,producer,miscellaneous	tt0993842,tt0119081,tt2692904,tt1893256
nm0374648	Matthias Heise	1962	\N	director,writer,actor	tt0255632,tt0381342,tt0384082,tt0113683
nm0376588	Saffron Henderson	1965	\N	actress,soundtrack	tt0097388,tt0808506,tt0469705,tt0142240
nm0380242	Joyce Heron	1916	1980	actress	tt0068235,tt0497612,tt0046535,tt0054518
nm0380366	Astrid Carolina Herrera	1963	\N	actress	tt0271276,tt0329890,tt1885930,tt0224919
nm0380421	Henry Herrera	1958	\N	writer,miscellaneous	tt0168960,tt0379264,tt0379463,tt1085459
nm0380863	Alex Herschlag	\N	\N	producer,writer,actor	tt1583607,tt0157246,tt1442437,tt0108761
nm0383322	Alan J. Higgins	\N	\N	producer,writer,miscellaneous	tt0112095,tt0313751,tt0212671,tt1475269
nm0383733	Nat Hiken	1914	1968	writer,producer,miscellaneous	tt0047763,tt0064606,tt1201034,tt0054528
nm0383831	Axel Hildebrand	1968	\N	writer,director,actor	tt0197677,tt0197813,tt0197858,tt0274279
nm0384514	Melanie Hill	1962	\N	actress,soundtrack	tt0120681,tt0115744,tt0486655,tt0144728
nm0384696	Steven Hill	1922	2016	actor	tt0098844,tt0091828,tt0106918,tt0101453
nm0389668	David Hoge	\N	\N	producer,writer,miscellaneous	tt0161204,tt1114708,tt2712516,tt0284770
nm0390936	Mitch Holleman	1994	\N	actor	tt0255798,tt0258470,tt0284722,tt0198099
nm0391125	Megan Hollingshead	1968	\N	actress,miscellaneous	tt0124770,tt0190641,tt0434665,tt1174954
nm0394838	Guildo Horn	1953	\N	actor,soundtrack,writer	tt0178142,tt0191644,tt2073048,tt0119072
nm0394873	Leonard J. Horn	1926	1975	director,producer,actor	tt0061277,tt0062572,tt0056777,tt0060009
nm0395229	Cécilia Hornus	1963	\N	actress	tt0090984,tt0190066,tt0423713,tt0241423
nm0397340	Don Walters	\N	\N	producer,director,writer	tt0077855,tt0141248,tt0178415,tt0196326
nm0398185	Peter Howitt	1957	\N	actor,director,writer	tt0417586,tt0120148,tt0274166,tt0218817
nm0399296	Andi Huber	\N	\N	producer,assistant_director,production_manager	tt0154870,tt0476965,tt0480558,tt0765444
nm0403568	Doris Hursley	1898	1984	writer,producer	tt0048858,tt0047756,tt0063879,tt0056758
nm0403569	Frank Hursley	1902	1989	writer,producer	tt0047756,tt0048858,tt0056758,tt0063879
nm0403577	Andy Hurst	\N	\N	editor,writer,director	tt2167739,tt0398378,tt0178848,tt0178997
nm0405062	Hye-suk Lee	1962	\N	actress	tt0103156,tt0352400,tt0071189,tt2861404
nm0405578	Marion Hänsel	1949	\N	producer,actress,director	tt0112491,tt0089061,tt0889222,tt0169156
nm0410810	Marty Isenberg	\N	\N	writer,miscellaneous,producer	tt1722512,tt4176370,tt0112175,tt0177443
nm0411167	Unshô Ishizuka	1951	\N	actor,soundtrack	tt0216651,tt0367439,tt0275277,tt0280240
nm0412005	Paul Ivano	1900	1984	cinematographer,camera_department	tt0038008,tt0034175,tt0038360,tt0045075
nm0422814	Ramón Jimeno	\N	\N	writer,producer,director	tt3270472,tt3218686,tt0183127,tt0109747
nm0423561	Steve Joe	\N	\N	producer,writer,actor	tt0165598,tt0801428,tt4422756,tt1583607
nm0425932	Pamela Johnson	\N	\N	writer	tt0214080
nm0426330	Timothy O. Johnson	1965	\N	producer,miscellaneous,production_manager	tt0092841,tt0103405,tt0238318,tt0100705
nm0426430	Wendell Johnson	\N	\N	production_designer,art_department,art_director	tt1830888,tt0307716,tt0098382,tt0093467
nm0432597	Vanessa Jung	1980	\N	actress	tt1736093,tt0294239,tt0108979,tt0112168
nm0436642	Takaya Kamikawa	1965	\N	actor	tt1498995,tt2576852,tt0120346,tt0275362
nm0438250	Henry Kaplan	1926	2005	director,producer,actor	tt0065272,tt0202206,tt0341798,tt0059978
nm0439776	Bill Karn	1911	1997	director,writer,producer	tt0054041,tt0054817,tt0346430,tt0174676
nm0442035	Marta Kauffman	1956	\N	writer,producer,miscellaneous	tt3609352,tt1723121,tt0108778,tt0098780
nm0442151	George S. Kaufman	1889	1961	writer,actor,miscellaneous	tt0033874,tt0026778,tt0020640,tt0030993
nm0449902	John Kerry	1943	\N	actor,camera_department,miscellaneous	tt0083399,tt0106053,tt1562562,tt1288561
nm0450534	Peter Ketnath	1974	\N	actor,producer,writer	tt0250573,tt0373760,tt0806910,tt1410219
nm0452527	Patrick Kienlen	\N	\N	producer,miscellaneous,production_manager	tt3460454,tt0165598,tt0115082,tt1439629
nm0453258	Brian Kilmeade	1963	\N		tt0197151,tt3228548,tt0420472,tt0458285
nm0454870	Joe King	1883	1951	actor,director,writer	tt0027407,tt0027029,tt0031937,tt0012644
nm0457952	Motomu Kiyokawa	1935	\N	actor	tt0325547,tt0169858,tt0280240,tt0216651
nm0458342	Terry Klassen	1957	\N	actor,miscellaneous,writer	tt0138919,tt0270933,tt0214341,tt0211793
nm0459567	León Klimovsky	1906	1996	director,writer,actor	tt0053238,tt0047379,tt0054165,tt0127017
nm0461095	Ted Knight	1923	1986	actor,soundtrack	tt0069641,tt0065314,tt0062827,tt0080487
nm0464810	Chiaki Konaka	1961	\N	writer,director,miscellaneous	tt0280240,tt0434179,tt0810831,tt0210418
nm0464897	Masaomi Kondô	1942	\N	actor	tt0488850,tt0888679,tt1360073,tt1360091
nm0469957	Paul Krasny	1935	2001	director,editorial_department,production_manager	tt0060009,tt0061277,tt0076993,tt0086822
nm0474685	Nancy Kulp	1921	1991	actress,soundtrack	tt0046303,tt0065421,tt0055277,tt0055662
nm0479591	José Antonio Labordeta	1935	2010	actor,music_department,soundtrack	tt1012978,tt0083234,tt0089946,tt0192877
nm0481358	Ron Lagomarsino	\N	\N	director	tt0499400,tt0101121,tt0103512,tt0062595
nm0482188	Sam Lake	\N	\N	producer,miscellaneous	tt0212155,tt0082804,tt0210532,tt0211261
nm0484880	Joe Lando	1961	\N	actor,producer,writer	tt0092007,tt0112022,tt0199421,tt0103405
nm0485268	Carla Lane	1928	2016	writer,producer,soundtrack	tt0090402,tt0063924,tt0081838,tt0106059
nm0487237	Walter Lantz	1899	1994	producer,director,animation_department	tt0142655,tt0142749,tt0142713,tt0025332
nm0488665	Emilio Larrosa	\N	\N	producer,writer,director	tt0389662,tt0337742,tt1427389,tt1909962
nm0491768	Perez Hilton	1978	\N	actor,producer,soundtrack	tt4191580,tt4163224,tt1599296,tt1051981
nm0492592	Debra Lawrance	1957	\N	actress,soundtrack	tt0094481,tt0081935,tt2155025,tt0108709
nm0492628	Arthur Lawrence	1912	1984	actor	tt0424217,tt0054518,tt0165585,tt0228450
nm0492775	Gertrude Lawrence	1898	1952	actress,soundtrack	tt0023149,tt0042509,tt0028167,tt0026718
nm0496556	John Ledford	\N	\N	producer,sound_department,executive	tt0983213,tt0107692,tt0095327,tt0308379
nm0498278	Stan Lee	1922	\N	writer,producer,actor	tt1981115,tt1211837,tt2250912,tt2395427
nm0500977	Philippe Lellouche	1966	\N	actor,director,writer	tt0307156,tt2153905,tt2996932,tt2311182
nm0501082	Florina Lemaitre	\N	\N	actress,casting_director	tt0238780,tt0109747,tt0497699,tt0193438
nm0501837	Vanessa Lengies	1985	\N	actress,soundtrack,miscellaneous	tt1327801,tt0380623,tt0430634,tt0348333
nm0504126	John Leslie	1945	2010	actor,director,producer	tt0097039,tt0159599,tt0122426,tt0135976
nm0506500	Krishna Levy	1964	\N	composer,music_department	tt0460791,tt0283832,tt0456111,tt0926763
nm0506841	Robert Lewin	1920	2004	producer,writer,miscellaneous	tt0092455,tt0056577,tt0061271,tt0077058
nm0507932	Val Lewton	1904	1951	producer,writer,miscellaneous	tt0037820,tt0036341,tt0037549,tt0038343
nm0507958	Lieke van Lexmond	1982	\N	actress	tt2544766,tt1643032,tt0096597,tt5932694
nm0508248	Laura León	1952	\N	actress,soundtrack	tt0221764,tt0258251,tt0212642,tt0191705
nm0509885	Steve Ligerman	\N	\N	producer,production_manager,miscellaneous	tt1794677,tt2105407,tt1409063,tt0421696
nm0513603	Robert L. Lippert Jr.	1928	2011	producer,editorial_department,director	tt0045840,tt0045538,tt0044072,tt0046774
nm0513621	Robert L. Lippert	1909	1976	producer,miscellaneous,director	tt0042874,tt0044072,tt0058700,tt0040879
nm0516150	Ted Lloyd	\N	1987	producer,production_manager,cinematographer	tt0073341,tt0067093,tt0056683,tt0065207
nm0519844	Fernando Lopes Graça	1906	1994	composer,actor,music_department	tt1694526,tt0067737,tt2568658,tt0843310
nm0520492	Phillips Lord	1902	1975	writer,actor,producer	tt0033923,tt0178372,tt0044264,tt0022551
nm0520826	Francis Lorenzo	1960	\N	actor	tt1381020,tt0109373,tt0115284,tt0406439
nm0526932	Mike Lupica	1952	\N	writer,actor	tt0097903,tt0913267,tt6394580,tt0115369
nm0527032	Peter Lupus	1932	\N	actor,special_effects,producer	tt0178506,tt0060009,tt0058152,tt0058063
nm0533324	Jack MacKenzie	1892	1979	cinematographer,camera_department,actor	tt0027537,tt0052131,tt0013615,tt0037820
nm0533489	Doon Mackichan	\N	\N	actress,writer	tt0111985,tt0195275,tt2731624,tt0108740
nm0534160	Debbie Macomber	\N	\N	writer,producer,actress	tt2008491,tt2871832,tt1708459,tt1431115
nm0534809	Malu Mader	1966	\N	actress,director,writer	tt0303408,tt0385387,tt0144043,tt1274641
nm0535500	Jorge Maestro	1951	\N	writer,director,producer	tt1201475,tt0282327,tt0307832,tt0197135
nm0537345	Nuno Leal Maia	1947	\N	actor	tt0140769,tt0138274,tt0261026,tt0138270
nm0539516	Michael Maliani	\N	\N	producer,art_department,assistant_director	tt0408427,tt0096554,tt0218791,tt0167742
nm0539894	Víctor Mallarino	1957	\N	director,actor	tt2146563,tt1034422,tt0238792,tt0109747
nm0542307	Jonathan Mangum	1971	\N	actor,writer,soundtrack	tt2919910,tt1536749,tt0364845,tt0825232
nm0546324	Alfonso Mardones	\N	\N	producer,production_manager,production_designer	tt0124958,tt0318910,tt0124938,tt0280999
nm0548019	Laurent Mariotte	\N	\N	actor	tt0172014,tt0267163,tt0338411,tt5741372
nm0548403	Gene Markey	1895	1980	writer,producer	tt0034412,tt0029345,tt0031448,tt0023775
nm0548749	Andrzej Markowski	1924	1986	composer,music_department,sound_department	tt0048500,tt0053250,tt0049077,tt0100935
nm0548770	Arthur D. Marks	\N	\N	cinematographer,editor,camera_department	tt0093663,tt0183889,tt0078359,tt0086930
nm0551397	Silvia Marsó	1964	\N	actress,soundtrack	tt2172867,tt0109373,tt0107479,tt0268926
nm0552189	Dick Martin	1922	2008	director,actor,producer	tt0062601,tt0060463,tt0077098,tt0103372
nm0553186	Víctor Huggo Martin	\N	\N	actor	tt0164877,tt0258351,tt2280066,tt2431438
nm0554334	Pierre Martot	\N	\N	actor	tt0096336,tt0102368,tt0120018,tt0423713
nm0555124	Herminia Martínez	1949	2013	actress	tt0823900,tt0401958,tt0357387,tt0068701
nm0558297	Roberto Mateos	\N	\N	actor	tt6601072,tt1648934,tt6809396,tt7330496
nm0560652	Stefan Matyjaszkiewicz	1927	1988	cinematographer,camera_department,writer	tt0052625,tt0048500,tt0062228,tt0046466
nm0560864	Sharon Maughan	1950	\N	actress,producer,miscellaneous	tt4045444,tt0200465,tt0815236,tt2669336
nm0564529	Kevin McCafferty	\N	\N	camera_department,cinematographer,producer	tt1146283,tt7170736,tt6988366,tt0280312
nm0565250	Melissa McCarthy	1970	\N	actress,producer,soundtrack	tt2404463,tt3079380,tt2103254,tt1478338
nm0567912	Michael McDonald	1964	\N	actor,director,producer	tt0295178,tt3079380,tt1441109,tt0112056
nm0568019	Stuart McDonald	\N	\N	director,editorial_department,cinematographer	tt0163488,tt0168358,tt1179801,tt1502749
nm0569433	John McGlashan	\N	\N	cinematographer,camera_department	tt0105963,tt0106124,tt0167667,tt0103498
nm0569758	Lynne McGranger	1953	\N	actress	tt0094481,tt0108088,tt4028986,tt4284274
nm0570364	Joel McHale	1971	\N	actor,writer,producer	tt1439629,tt1637725,tt1130080,tt2377322
nm0571528	Harold McKenzie	\N	\N	editor,assistant_director,editorial_department	tt0083457,tt0088526,tt0129712,tt0075584
nm0572100	James MacKrell	1937	\N	actor	tt0087363,tt0082533,tt0090142,tt0075686
nm0573755	Kitty McNamee	\N	\N	miscellaneous,actress,director	tt0110313,tt7174804,tt0101573,tt1181343
nm0576662	Christian Meier	1970	\N	actor,writer,producer	tt0841921,tt6540628,tt0271896,tt0463345
nm0576775	Jette van der Meij	1954	\N	actress	tt0096597,tt0095319,tt0101125,tt0415011
nm0577944	Elide Melli	1952	\N	actress,producer	tt0091537,tt1571402,tt0190568,tt3793232
nm0579684	Shepard Menken	1921	1999	actor,director,producer	tt0052226,tt4431244,tt0058816,tt0047149
nm0586035	Alberto Migré	1931	2006	writer,producer,miscellaneous	tt0224893,tt0247890,tt0270810,tt0211776
nm0591165	Peter Miner	\N	\N	producer,director,assistant_director	tt0062595,tt0446859,tt0059978,tt0290655
nm0592679	Josef Mischel	1899	1954	writer	tt0038001,tt0040479,tt0038699,tt0037034
nm0594420	Mitsuru Miyamoto	1958	\N	actor	tt5249462,tt0113568,tt0476042,tt0367439
nm0596701	Paul Naschy	1934	2009	actor,writer,director	tt0073338,tt0092596,tt0081415,tt0080585
nm0600081	Carlos Montilla	1965	\N	actor,soundtrack,miscellaneous	tt4350746,tt4620552,tt0348238,tt3495988
nm0601047	Christopher Moore	\N	\N	writer,actor	tt0214080,tt6356740,tt4676560,tt1986752
nm0606569	Greg Morris	1933	1996	actor,soundtrack	tt0087501,tt0060009,tt0077093,tt0094511
nm0607357	Ann Morriss	1919	1994	actress,soundtrack	tt0032143,tt0044264,tt0032284,tt0048108
nm0612936	Hans Munkel	\N	\N	writer	tt0066160,tt0072746
nm0616338	Manuel Muñoz Rico	\N	\N	writer,miscellaneous	tt0446245,tt0261478,tt0365975,tt0426667
nm0617077	Tiffany Mynx	1971	\N	actress,costume_designer,director	tt1130044,tt0468918,tt0266263,tt0396728
nm0617630	Abril Méndez	\N	\N	actress	tt0224925,tt0362368,tt0095049,tt0100495
nm0619107	Masayoshi Nogami	1940	2010	actor,director,writer	tt2158641,tt1381106,tt3112304,tt1922552
nm0620617	Katsuhisa Namase	1960	\N	actor	tt0335762,tt2181028,tt0768145,tt1010055
nm0621802	Robin Nash	1927	2011	producer,director,actor	tt0090402,tt0086771,tt0238786,tt0056773
nm0622614	Jason Naumann	\N	\N	director,producer,editor	tt1003002,tt1144541,tt1314653,tt1284527
nm0623214	Gorô Naya	1929	2013	actor,soundtrack,miscellaneous	tt0189973,tt0087544,tt0079833,tt0078187
nm0623604	Dylan Neal	1969	\N	actor,producer,writer	tt4477536,tt4143270,tt2322441,tt0814255
nm0623641	Link Neal	\N	\N	writer,producer,actor	tt0969730,tt4087032,tt1385581,tt2880496
nm0624485	Sol Negrin	1929	2017	camera_department,cinematographer,producer	tt0069599,tt0078346,tt0068168,tt0083382
nm0624523	Walter Negrão	\N	\N	writer,actor	tt0209711,tt0348904,tt1748531,tt1146331
nm0629335	Phil Nichol	\N	\N	actor,writer,soundtrack	tt1216378,tt0427089,tt0112056,tt8330720
nm0634037	Ana Beatriz Nogueira	1967	\N	actress	tt0385387,tt6231970,tt0241708,tt0094248
nm0634553	Ramon Nomar	1974	\N	actor	tt2504582,tt2504596,tt3983340,tt1054016
nm0638066	Judy Nunn	1945	\N	actress,writer	tt0094481,tt0081935,tt0072727,tt0070973
nm0640033	Brittany O'Connell	1972	\N	actress	tt0151760,tt0131239,tt1511442,tt1450063
nm0642089	Alexandre O'Neill	1924	1986	writer,soundtrack,actor	tt0078013,tt0055917,tt0062250,tt0065176
nm0642611	Jovita O'Shaughnessy	\N	\N	director,assistant_director	tt0094481,tt0297538,tt2879390,tt0088580
nm0644366	Nicholas Ofczarek	1971	\N	actor,writer,soundtrack	tt3681610,tt2121228,tt0806910,tt1934564
nm0647222	Humberto 'Kiko' Olivieri	\N	\N	writer	tt1730842,tt0459721,tt0841921,tt0357394
nm0647692	Johnny Olson	1910	1985	actor	tt0068120,tt0129676,tt0195466,tt0275682
nm0647744	Merlin Olsen	1940	2010	actor	tt0073396,tt0094600,tt0090430,tt0071007
nm0648239	William Olvis	1957	2014	composer,music_department,soundtrack	tt0098051,tt0111125,tt0101252,tt0097662
nm0652066	Richard Osman	1970	\N	producer,miscellaneous,writer	tt1470539,tt0187626,tt1631960,tt0453418
nm0653580	Brian Oulton	1908	1992	actor	tt0064133,tt0054518,tt0057918,tt0090357
nm0658077	Marcos Palmeira	1963	\N	actor,producer	tt0385387,tt0466351,tt0244992,tt5620074
nm0658339	Lilli Palmer	1914	1986	actress,soundtrack,writer	tt0051964,tt0048948,tt0056129,tt0044631
nm0658602	Flavia Palmiero	1966	\N	actress,writer,soundtrack	tt0278216,tt0231032,tt0278196,tt5680678
nm0662833	Dian Parkinson	1944	\N	actress	tt0065314,tt0068120,tt0465729,tt0077093
nm0663427	Nando Parrado	1949	\N	miscellaneous	tt0106246,tt1042363,tt1157720,tt0486531
nm0666972	Robert W. Paul	1869	1943	producer,cinematographer,director	tt0001141,tt0202024,tt0000188,tt0250634
nm0672176	Janice Pennington	1942	\N	actress	tt0163949,tt0061266,tt0071008,tt0065871
nm0676097	Simón Pestana	\N	\N	actor	tt7180378,tt0300723,tt5378720,tt0493182
nm0677982	Walter Petrie	\N	\N	actor	tt0166017,tt0019679
nm0678199	Valeri Petrov	1920	2014	writer,actor,miscellaneous	tt0288300,tt0208408,tt0460791,tt0176153
nm0680317	Conrad Phillips	1925	2016	actor,writer	tt0054326,tt0068100,tt0101659,tt0386200
nm0681537	Jason Piccioni	\N	\N	visual_effects,director,actor	tt0290334,tt1844624,tt4824080
nm0686335	Graham Place	\N	\N	producer,production_manager,assistant_director	tt0113161,tt0120891,tt0120912,tt0119654
nm0689654	Eileen Pollock	1947	\N	actress	tt0145653,tt0104231,tt1351784,tt0090402
nm0690490	Beatrice Pons	1906	1991	actress	tt0054528,tt0063483,tt0082985,tt0081186
nm0695393	Matías Prats	1953	\N	actor	tt0374364,tt0082259,tt5770430,tt0083901
nm0702485	María Pía	\N	\N	actress	tt0199260,tt0191705,tt0219447,tt1198372
nm0707393	C.V. Rajendran	\N	2018	director,writer,assistant_director	tt0290622,tt0281091,tt0372012,tt0279491
nm0708901	Lois Ramsey	1922	2016	actress	tt0086511,tt0250859,tt0076945,tt0070973
nm0708965	Benjamin Ramsey	\N	\N	editor	tt1677550
nm0709216	Claudia Ramírez	1964	\N	actress	tt0433051,tt1033976,tt0279765,tt0102958
nm0710687	Raphael	1943	\N	soundtrack,actor,director	tt1166810,tt1572491,tt0060264,tt0065260
nm0713073	Gene Rayburn	1917	1999	actor	tt0062595,tt0039123,tt0069608,tt0055688
nm0713389	Tania Raymonde	1988	\N	actress,director,writer	tt2787002,tt4687880,tt0411008
nm0715427	Florence Reed	1883	1967	actress	tt0025202,tt0011974,tt0007900,tt0009824
nm0715988	Andrés Resino	1940	2011	actor	tt0084453,tt0061608,tt0067260,tt0415421
nm0717029	Peter Reichenbach	1954	\N	producer,director,writer	tt0765444,tt0256949,tt1069235,tt1654523
nm0717650	Charles Nelson Reilly	1931	2007	actor,soundtrack,director	tt0115270,tt0062565,tt0087032,tt0096787
nm0718829	Miguel Rellán	1943	\N	actor,soundtrack,writer	tt0082210,tt0395890,tt0402703,tt0092053
nm0720423	Julie Restifo	1958	\N	actress	tt0370186,tt0261478,tt0343237,tt0370168
nm0720448	Agustin Restrepo	\N	\N	director,producer	tt0459721,tt0420458,tt0841921,tt5527072
nm0722975	Tito Ribero	\N	\N	composer,music_department,soundtrack	tt0057978,tt0187812,tt0178963,tt0198683
nm0724778	Stevie Lee	\N	\N	actor	tt1844624,tt1623205,tt1572007,tt1116184
nm0726207	Martin Riegler	\N	\N	editor,editorial_department,producer	tt1197479,tt0303754,tt2121228,tt0772214
nm0727285	David Rimmer	\N	\N	director,editor,producer	tt0121493,tt0276142,tt1140869,tt0234079
nm0731393	Mark Roberts	1961	\N	writer,producer,miscellaneous	tt0369179,tt0840407,tt0115783,tt1608180
nm0731984	Paul Robertson	\N	\N	music_department	tt4383254,tt0118111,tt1055297,tt0189744
nm0733476	Mark Robson	1913	1978	director,producer,editor	tt0050839,tt0041239,tt0046806,tt0049291
nm0733780	Enrique Rocha	1940	\N	actor	tt0266177,tt0211849,tt0282101,tt0070636
nm0733846	Paulo Rocha	1935	2012	director,producer,actor	tt0189960,tt1999225,tt0077722,tt0120809
nm0734509	Rod Roddy	1937	2003	actor	tt0075584,tt0136655,tt0272388,tt0196865
nm0735074	Caston Cohen Rodrigues	1970	\N	director,production_manager,miscellaneous	tt0188365,tt0222564,tt0407386,tt0096597
nm0735767	Chelo Rodríguez	\N	\N	actress,sound_department	tt0078747,tt0066876,tt0401958,tt0414767
nm0736218	Guy Roe	1903	1959	cinematographer,camera_department	tt0197521,tt0023303,tt0040153,tt0042206
nm0737880	Tito Rojas	\N	\N	director,location_management,editor	tt0426794,tt0796897,tt1488200,tt0217193
nm0739581	Salvadore Romero	\N	\N	producer	tt0060339,tt0067500,tt0066160,tt0073550
nm0740485	Theodore Roosevelt	1858	1919	writer,producer	tt6829396,tt4953546,tt0258155,tt0008787
nm0742196	Daniel Rosenberg	\N	\N	actor	tt0374715,tt1492009,tt0865554,tt0806027
nm0743533	Joe E. Ross	1914	1982	actor,soundtrack	tt0075529,tt0054528,tt0047763,tt0468503
nm0744287	Phillip W. Rossi	\N	\N	producer,stunts,miscellaneous	tt0068120,tt0363362,tt2248598,tt0836418
nm0745186	Teryl Rothery	1962	\N	actress	tt2193021,tt0119630,tt5651844,tt0118480
nm0746790	Polly Rowles	1914	2001	actress,soundtrack	tt0029602,tt0029755,tt0045449,tt0092035
nm0749476	Charles Ruggles	1886	1970	actor,soundtrack	tt0024359,tt0029947,tt0026955,tt0055277
nm0753958	Wolf-Ingo Römer	\N	\N	editor,sound_department,editorial_department	tt0114523,tt0118320,tt0199001,tt0137079
nm0757928	David Sale	\N	\N	writer,actor,producer	tt0086689,tt0057767,tt0068114,tt0071932
nm0761420	Otto Sander	1941	2013	actor,director,writer	tt0082708,tt0093191,tt0082096,tt0107209
nm0764095	Gabriel Santos	\N	\N	writer,art_department	tt1266616,tt3211320,tt2845452,tt0315043
nm0765023	Jackie Sardou	1919	1998	actress,soundtrack	tt0054452,tt4122692,tt0062725,tt0856025
nm0765126	Lia Sargent	1957	\N	actress,writer,miscellaneous	tt0113568,tt0280240,tt0156887,tt0500092
nm0767289	Dominic Savage	1962	\N	director,writer,actor	tt0810949,tt0471018,tt1320093,tt0332300
nm0767499	Leticia Sabater	1966	\N	actress,writer,producer	tt0441491,tt1847629,tt0211785,tt0809533
nm0775213	Avery Schreiber	1935	2002	actor,soundtrack	tt0112896,tt0080771,tt0078740,tt0107977
nm0781115	Deborah Secco	1979	\N	actress,producer,writer	tt0385387,tt2986122,tt1587828,tt0420362
nm0781981	Jason Segel	1980	\N	actor,soundtrack,writer	tt1155056,tt0800039,tt1956620,tt1204342
nm0782742	Eric Sievering	\N	\N	editor,editorial_department,camera_department	tt0376717,tt0339743,tt0820849,tt0352687
nm0782978	David Selby	1941	\N	actor,soundtrack,assistant_director	tt2166834,tt0081858,tt0059978,tt1285016
nm0785047	Rosalinda Serfaty	1969	\N	actress	tt5258190,tt0362363,tt0362368,tt0271276
nm0785479	Eduardo Serrano	1942	\N	actor	tt2264640,tt0344484,tt0823900,tt0398446
nm0791371	Mark A. Shelton	\N	\N	camera_department,visual_effects,art_department	tt0120696,tt0096754,tt0093507,tt0099365
nm0793987	Emi Shinohara	1963	\N	actress,soundtrack	tt0216651,tt0156887,tt0103369,tt0107692
nm0797545	Richard Signy	\N	\N	director	tt0238793,tt0169503,tt1888075,tt7526498
nm0798800	Stu Silver	\N	\N	writer,producer,actor	tt0098807,tt0075584,tt0094142,tt0086677
nm0799298	Jean Carlo Simancas	1949	\N	actor	tt1479622,tt2856378,tt0370193,tt0362368
nm0802248	Tarsem Singh	1961	\N	director,producer,soundtrack	tt0460791,tt1667353,tt2140379,tt0209958
nm0804380	Robert N. Skir	\N	\N	writer,miscellaneous,actor	tt0103584,tt0177443,tt0112175,tt0158854
nm0806102	Trace Slobotkin	\N	\N	producer,writer,director	tt2043521,tt6645660,tt0122247,tt0772178
nm0809797	Roland 'Ozzie' Smith	1938	\N	cinematographer,camera_department,director	tt0103405,tt0138924,tt0086690,tt0073453
nm0809952	Shepard Smith	1964	\N		tt1322336,tt0329912,tt3244332,tt0120461
nm0810430	Ben Smithard	\N	\N	cinematographer,camera_department	tt6225520,tt1226271,tt4247618,tt1653665
nm0811889	Werner Sobotka	1965	\N	director,actor,soundtrack	tt0303754,tt0488450,tt2121228,tt0308897
nm0813827	Brett Somers	1924	2007	actress	tt0050025,tt0076984,tt0065314,tt0065329
nm0814130	Ferri Somogyi	1973	\N	actor,composer,soundtrack	tt0415011,tt0096597,tt4666232,tt0126754
nm0815280	Carlota Sosa	\N	\N	actress	tt0247643,tt5378720,tt5211596,tt0459676
nm0815864	Nico Soultanakis	\N	\N	producer,director,writer	tt0460791,tt1667353,tt1253864,tt0209958
nm0820155	Pasquale Squitieri	1938	2017	director,writer,editor	tt0198965,tt0077176,tt0087064,tt0179884
nm0821262	David Stafford	\N	\N	writer	tt0887233,tt0108690,tt0122827,tt0155439
nm0825347	Martin van Steijn	1969	\N	writer,actor,miscellaneous	tt0096597,tt0986318,tt5004632,tt0179034
nm0825887	Gloria Steinem	1934	\N	producer,actress,writer	tt0103466,tt1442462,tt0116313,tt0434409
nm0828433	Greg Stevens	\N	\N	writer,producer,miscellaneous	tt0116502,tt0094481,tt0088580,tt0081935
nm0828668	Onslow Stevens	1902	1977	actor	tt0025391,tt0047573,tt0038395,tt0028377
nm0829716	Patrick Alexander Stewart	\N	\N	cinematographer,producer,camera_department	tt0220100,tt2475898,tt0278487,tt0863046
nm0830934	Dick Stockton	\N	\N	actor	tt2104667,tt1721505,tt1676748,tt7720972
nm0831084	George Stoetzel	1902	\N	cinematographer,camera_department	tt0056778,tt0054528,tt0065872,tt0045844
nm0834175	Natalia Streignard	1970	\N	actress	tt0459721,tt0419386,tt0370186,tt0352078
nm0834378	John Strickland	\N	\N	director,editor,sound_department	tt0249312,tt0169503,tt0103516,tt0398427
nm0836809	Adrián Suar	1968	\N	producer,writer,actor	tt0219449,tt0204110,tt0205706,tt0456246
nm0837963	Beth Sullivan	\N	\N	writer,producer,miscellaneous	tt0196512,tt0285034,tt0098636,tt0103405
nm0840839	Verónica Suárez	\N	\N	writer	tt1548851,tt0249292,tt0796897,tt0495927
nm0840841	Ximena Suárez	\N	\N	writer,miscellaneous	tt0247890,tt1195884,tt2320524,tt2012381
nm0841797	Gloria Swanson	1899	1983	actress,soundtrack,producer	tt0022000,tt0043014,tt0019344,tt0071110
nm0844926	Florencio Sánchez	1875	1910	writer	tt0047586,tt0262705,tt0180900,tt0148677
nm0848222	Roberto Talma	1949	2015	producer,director,miscellaneous	tt0464768,tt0840931,tt1316556,tt0367273
nm0852430	Greg Taylor	\N	\N	writer,producer	tt0273995,tt0113497,tt0098115,tt0116493
nm0857849	Brennan Thicke	1974	\N	actor	tt3326032,tt0088563,tt0166910
nm0858253	Cecil Thiré	1943	\N	actor,director,writer	tt0200417,tt1129444,tt0142050,tt0181590
nm0858657	Craig Thomas	\N	\N	writer,producer,music_department	tt0099385,tt0106053,tt2244871,tt0460649
nm0860943	Tina Thomsen	1975	\N	actress	tt0094481,tt0163924,tt0187636,tt0118270
